0,15,15,16,17,17,17,17,17,19,19,19,19,19,19,19,19,21,21,22
0,81741,127478,158617,183918,214085,238413,261768,288042,318208,344483,368810,388273,410654,435955,463203,481692,499208,519643,534240
0,3062,4397,5466,6966,7542,7953,8199,8446,8878,9124,9268,9412,9741,10337,10830,11179,11426,11672,11775
0,0,43858,131576,204674,343561,489757,657883,840629,1016064,1191500,1345006,1491203,1615470,1732427,1834764,1929792,2017510,2105228,2192946
0,478,637,706,797,888,956,1070,1161,1275,1366,1458,1526,1571,1685,1754,1822,1890,2027,2118
0,0,0,0,0,0,0,0,2602,2602,2602,2602,2602,2602,2602,2602,2602,2602,2602,2602
0,0,0,0,0,885,885,1770,1770,2655,2655,3540,34522,408079,502795,532892,544400,558563,584234,593086
0,213,329,417,513,574,616,656,692,725,761,788,828,863,889,908,918,933,952,977
0,758,2582,3508,3853,4139,4425,4740,5006,5233,5410,5617,5824,5943,6091,6219,6337,6475,6652,6849
0,233,263,283,288,324,375,458,539,636,729,828,853,861,874,886,929,960,1000,1064
0,168910,420216,597366,852792,1120577,1351284,1594351,1845657,2039286,2138161,2195837,2245275,2290592,2327670,2364748,2405946,2447143,2475982,2500700
0,22,22,23,24,24,25,27,27,27,27,27,27,27,28,28,28,29,29,29
0,3414,5326,6828,8740,10789,12564,14067,18027,21578,24173,27451,30046,32504,34962,38513,40699,42884,44659,46162
0,312,544,777,1265,1610,1890,2146,2307,2451,2603,2739,2851,2964,3044,3092,3140,3188,3244,3292
0,14,33,58,82,104,137,157,179,212,239,273,287,321,372,396,425,438,459,479
0,139,279,466,652,839,1072,1165,1398,1818,2331,2937,3637,4289,4896,5548,6201,6901,7740,8719
0,71,77,79,82,91,93,96,116,137,146,157,173,173,175,176,179,182,185,186
0,1273,1469,1679,1735,1861,1973,2071,2155,2225,2309,2393,2491,2575,2673,2939,3135,3317,3583,3765
0,55,83,89,101,104,107,109,112,112,114,119,121,128,132,138,142,142,149,149
0,5342,11752,18590,26710,35684,45514,55343,64959,75216,81840,88250,95088,101071,106413,110473,114319,118807,122653,126499
0,1424,1741,2121,2437,2976,3213,3577,3846,4036,4274,4559,4828,5113,5350,5619,5904,6126,6347,6601
0,3772,5239,9431,14251,17395,19910,22425,24940,26407,28084,29760,33114,39820,42754,46946,54701,57006,59311,63503
0,5738,7740,9241,10008,10676,11376,11810,12344,12811,13211,13578,14112,14846,15413,16047,16614,17248,17649,17915
0,402,856,1359,1838,2366,2996,3474,4053,4582,5086,5589,6043,6420,6823,7176,7503,7856,8233,8536
0,56914,123493,173964,219066,250208,269537,286719,297458,310344,323230,335043,347929,359741,371554,383366,393031,406991,423099,434911
0,127988,356538,388535,411390,438816,450243,463956,479955,491382,498239,511952,525665,537092,550805,562233,585088,598801,610228,623941
0,1440,1871,2009,2147,2257,2376,2440,2505,2605,2661,2716,2780,2853,2890,2954,3009,3055,3119,3165
0,4,4,6,7,8,10,11,11,11,12,12,12,12,12,12,12,12,12,12
0,82,122,150,174,192,229,278,318,352,385,404,428,471,508,535,566,587,612,630
0,30,52,68,80,96,117,146,173,187,200,214,226,249,277,291,322,328,335,342
0,5,5,11,22,27,27,38,44,44,49,55,55,60,72,83,94,110,127,138
0,323,370,394,418,440,453,464,471,483,498,509,514,516,528,533,538,538,545,546
0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0,38,40,48,49,50,51,53,54,56,58,62,63,64,65,66,69,74,77,84
0,3011,4080,4809,5295,5975,6655,7432,8501,9375,10201,11027,11901,12630,13504,14281,14913,15593,16127,16565
0,153,182,211,240,269,320,371,400,422,451,488,502,575,670,728,786,845,910,954
0,119917,144281,159889,170929,179304,186918,192248,197197,202907,208237,218135,223465,226891,229556,232601,234885,237169,239073,240596
0,59,71,85,96,113,124,140,145,167,175,184,202,206,211,213,214,220,225,234
0,233848,295767,308993,320415,327027,332438,335443,337848,340253,342657,345062,349270,352276,354079,357085,358888,360692,363097,364299
0,29,29,31,35,38,40,42,46,49,49,50,51,52,54,54,59,59,59,59
0,189,299,394,437,503,569,627,729,934,1145,1320,1473,1546,1590,1641,1692,1758,1780,1816
0,25215,39979,44127,46947,49767,51758,52753,53666,54495,55407,56237,57066,57647,58393,58974,59472,59887,60301,60550
0,300574,421187,505424,566688,631780,696873,731334,765794,796426,821314,846203,873006,894065,917039,938098,955329,970644,987875,1005105
0,904,2109,3314,5725,8437,10547,12958,15670,18683,21697,25313,28628,31943,36162,40682,45202,48818,53640,57859
0,1020,1648,2296,2865,3513,3984,4298,4495,4730,4867,5025,5201,5437,5731,6026,6300,6556,6870,7125
0,110,183,257,404,661,955,1138,1395,1616,1763,1946,2204,2461,2755,3012,3269,3489,3710,4040
0,1167,1967,2950,3319,4057,4487,4733,5163,5532,5839,6085,6516,6823,7069,7499,7868,8544,8974,9835
0,358,386,397,403,404,411,418,435,438,442,446,449,449,450,450,456,457,463,468
0,333,370,394,399,404,409,409,409,411,411,411,412,412,414,416,416,417,419,419
0,11972,13397,14609,15678,16961,18315,19241,19954,20666,21236,21664,22092,22305,22733,23089,23446,23731,24087,24301
0,723,776,782,834,849,872,903,909,914,924,924,928,932,937,941,950,958,958,968
0,40,74,95,106,129,158,170,184,195,210,230,250,265,282,319,342,366,386,391
0,2813,3468,3857,4245,4827,5409,5870,6282,6670,7059,7350,7714,8320,8805,9242,9654,10067,10503,11061
0,119,153,190,227,240,272,308,350,392,427,459,492,513,535,580,614,644,668,692
0,3209,4108,4557,4878,5071,5456,5841,6098,6419,6675,6996,7253,7446,7702,8023,8344,8665,8986,9307
0,108,138,177,222,286,360,459,538,667,766,855,964,1053,1127,1176,1226,1295,1364,1468
0,620,1862,4389,6163,8247,10376,12947,14765,16495,18712,20352,21993,23545,24964,25984,26693,27447,28112,28644
0,414,617,772,904,1050,1187,1302,1381,1443,1500,1584,1655,1708,1800,1853,1906,1999,2074,2145
0,123,137,143,180,187,193,201,207,216,243,286,339,386,394,406,417,420,426,435
0,42022,42022,63033,63033,84044,84044,126066,273143,567297,840440,1029539,1197627,1323693,1428748,1533803,1617847,1680880,1743913,1806946
0,810,1620,2025,3645,4050,5265,6886,8911,10936,13772,17418,20253,25114,36861,41317,46178,55900,65216,79394
0,2580,3289,3921,4453,4857,5288,5692,6047,6426,6882,7312,7818,8096,8299,8577,8830,9083,9285,9462
0,1224,2040,2720,3672,4216,4896,5712,6936,8024,8704,9384,10880,11832,12784,13736,15096,16320,17408,18632
0,5223,6104,6923,7804,8937,11454,14790,15985,17496,18251,19006,19699,21713,24041,25930,27881,29769,31971,33671
0,13,18,22,22,27,31,40,49,67,81,99,117,144,175,202,238,283,310,351
0,14993,21418,23560,24631,25702,29986,31056,32127,32127,32127,33198,34269,34269,35340,36411,37482,48191,53546,157426
0,64,73,82,94,113,149,158,168,171,189,204,220,235,244,271,296,314,348,479
0,167,348,502,580,683,825,1005,1147,1302,1469,1624,1727,1882,2050,2217,2346,2475,2604,2772
0,1730,2755,5318,6535,8970,11277,13392,15570,17877,21209,23516,25567,27297,28835,30308,31526,32551,33320,34025
0,958,3353,6706,9101,10538,12454,13891,15328,17244,18681,20118,21076,21555,22034,22992,23471,24429,24908,25866
0,173329,663173,806358,855342,883603,900559,915631,928819,942007,951427,958963,966499,975919,983455,989107,996643,1000411,1004179,1009832
