0,11959270,16381185,19597123,22109574,27234976,30249918,33465856,36380300,38591258,40701717,42812176,44621142,46128613,47736582,49143555,50349532,51555508,53062979,54469952
0,618919,1100300,1787988,2475676,3163364,3988590,4745046,5570272,6395497,7220723,7977180,8939943,9971475,11071775,12378382,13684990,14578984,15541747,16573279
0,137450,641434,733068,824702,962152,1099602,1191236,1374503,1741037,1878488,2061755,2199205,2336655,2474106,2703190,2978090,3207174,3390442,3573709
0,1093777,2386423,3480200,4772846,6363795,8054179,9943431,11832683,13920803,15611186,17102701,18594216,20682336,23267629,25952355,28537647,30924071,33807666,36293523
0,1724731,3311485,5105206,7450841,9451530,10831316,12625037,14280779,15660565,16971361,18627103,19523964,20351835,21731621,22490503,23318374,24008267,24767149,25388052
0,277349,554698,970721,1525419,2080117,2496141,3050839,3744212,4437585,4992283,5685655,6795052,8320471,10539264,12758057,14838175,16779618,20107807,23019972
0,1917994,2761911,3682548,4411386,5063504,5677262,6252661,7019858,7787056,8247375,8630973,8976212,9321451,9589971,9820130,10050289,10357168,10664047,10970926
0,7986692,11775999,13524910,14515959,15507009,16323167,16964434,17663999,18305266,19004830,20578850,22327761,23143919,24018375,24834533,25475800,26291959,26933226,27399602
0,524286,1048572,2359288,3670003,4980719,6291434,7602150,9306080,11010010,13107155,14680014,16121801,17301445,18350017,19529661,20447162,21364663,22020021,22806450
0,999973,1499960,2666596,3833232,6333167,9666412,13666307,18166189,22999396,27832602,30499199,34499094,38165664,39998950,41998897,43832182,45332143,46998766,49832025
0,1621269,3647856,5755506,7214648,9403362,11592075,13861853,16293757,18806724,21157565,23589469,25778182,27966896,29993483,31939006,33722402,35343672,36802814,38099829
0,610775,2687412,4641893,7329306,9894563,13314906,16857404,20155592,22598694,25286106,28095673,30416620,32859722,35302825,37012996,38234547,39822563,41654890,43365061
0,215695,323543,431391,539239,754935,1078479,1402022,1833414,2156958,2588349,3019741,3451132,3882524,4529611,5284547,6147330,7225809,8196440,9167071
0,1440679,3025426,5474581,7923736,10805095,14406794,17576288,20601715,23483074,26652569,29822063,32703422,35296645,37889868,40194955,42932246,45381401,47542420,49559372
0,0,0,0,0,0,0,13910960,18176988,20588221,21793837,22535755,23463152,23926851,24483290,24946988,25317947,25781646,26152605,26523564
0,1309074,2094518,2618148,3403592,4450851,5629018,6807185,7985351,9687148,11388944,13221648,14792537,16756148,18719759,20683370,22777889,25265129,27883278,30239611
0,393914,1050437,2188412,3282618,4595665,5996248,7134223,8272197,9322635,10329304,11073364,11904961,12605253,13218008,13874532,14399750,14968738,15450188,15931639
0,0,2572730,5145460,7322385,9895115,12665747,15634282,21373449,26123104,29091639,32060173,35028708,37997243,40767875,43538507,46704944,49871381,52839916,56006353
0,2408112,3010140,3913182,5016900,6321294,7625688,9030420,10435152,11940222,13645968,15050700,16254756,17258136,18462192,19666248,20569290,21873684,23077740,23980782
0,2413409,4048299,5605337,7084523,8641561,9965043,11366378,12923416,14169046,15570381,16971715,18217346,19462976,20552903,21642829,22732756,23589127,24601202,25535425
0,3024245,4187417,4931846,6001964,7118608,8235253,9351898,10561596,11817821,12980992,14051110,15074701,16051765,17028829,17959366,18750322,19541279,20192655,20844031
0,291433,1415536,2498004,3622107,4621308,5995211,7452381,8992817,10533253,11823889,13031258,14196994,15279462,16195398,17194599,18110535,19026470,20025672,20733440
0,2809063,5618126,7490835,9278421,10640391,12002361,13194085,14470932,15492410,16343641,17194872,18131227,18812212,20174182,21025413,22046891,22898122,23664230,24345215
0,207217,1519593,1795883,2141245,2901041,3246404,3591766,3868055,4420635,4904142,5318576,5940228,6769097,7390749,8219618,8841270,9324777,9739212,10153646
0,331332,946665,2934661,4070659,5064658,6200656,7383987,8330652,9229984,10129316,10981314,11738646,12495979,13253311,13915976,14673308,15430640,16329972,17323970
0,261783,1745220,2705091,3359548,3795853,4232158,4668463,5104768,5541073,5977378,6457314,6893619,7373554,7809859,8289795,8813361,9206035,9598710,9991384
0,5455989,9742838,12470833,15003971,18121680,20654818,23772526,26500521,29423373,32346224,35269076,37802214,40725065,43647917,46181055,48909050,51831902,54170183,56898178
0,934380,2156263,3665648,5390659,7115670,9056307,11068820,13153209,15453223,17753238,19909502,21922015,23862652,25587663,27384550,29037685,30475195,31840828,33134587
0,42708,298957,939581,1238539,1281247,1323956,1366664,1366664,1452081,1580205,1708330,1836455,1921871,2049996,2220829,2348954,2605204,3074995,3331244
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74836,449020,823204,1272224,1945755
