"video_id","video_title","view_count","category","duration_in_seconds","upload_time","captured_time","avg_rate","max_rate","min_rate","num_raters","num_dislikes","num_likes","uploader_id","uploader_name","uploader_url","video_desp"
"QeWBS0JBNzQ","Lady Gaga - The Edge Of Glory","66818679","Music","328","2011-06-17T00:43:00.000Z","01/18/13","4.5064263","5.0","1.0","331760","40937","290823","07Kxew-cMIaykMOkzqHtBQ","LadyGagaVEVO","https://gdata.youtube.com/feeds/api/users/LadyGagaVEVO","Buy Now: http://glnk.it/58  Music video by Lady Gaga performing The Edge Of Glory. © 2011 Streamline/Kon Live/Interscope"
"QGJuMBdaqIw","Katy Perry - Firework","346394396","Music","234","2010-10-28T19:08:32.000Z","01/18/13","4.778296","5.0","1.0","884729","49037","835692","-8Q-hLdECwQmaWNwXitYDw","KatyPerryVEVO","https://gdata.youtube.com/feeds/api/users/KatyPerryVEVO","Official music video for Katy Perry's  Firework  off her album 'Teenage Dream'.  Director: Dave Meyers.  Producers: Robert Bray & Danny Lockwood.  Get 'Teenage Dream' here: http://bit.ly/kpTDdelEX (explicit) http://bit.ly/kpTDdel (clean)  #VEVOCertified on January 29, 2011. http://www.vevo.com/certified http://www.youtube.com/vevocertified"
"qHm9MG9xw1o","OneRepublic - Secrets","44811592","Music","232","2010-05-13T00:19:25.000Z","01/18/13","4.9647093","5.0","1.0","226348","1997","224351","Q5kHOKpF3-1_UCKaqXARRg","OneRepublicVEVO","https://gdata.youtube.com/feeds/api/users/OneRepublicVEVO","Music video by OneRepublic performing Secrets. (C) 2009 Mosley Music/Interscope Records"
"QJO3ROT-A4E","One Direction - What Makes You Beautiful","317613409","Music","207","2011-08-19T15:00:00.000Z","01/18/13","4.5810304","5.0","1.0","1442597","151101","1291496","bW18JZRgko_mOGm5er8Yzg","OneDirectionVEVO","https://gdata.youtube.com/feeds/api/users/OneDirectionVEVO","Click here to purchase the single http://www.smarturl.it/1dwmybitunes  Music video by One Direction performing What Makes You Beautiful. (C) 2011 Simco Limited under exclusive license to Sony Music Entertainment UK Limited #VEVOCertified on April 16, 2012. http://www.vevo.com/certified http://www.youtube.com/vevocertified"
"qMxX-QOV9tI","Jessie J - Price Tag ft. B.o.B.","247730588","Music","247","2011-01-25T18:19:21.000Z","01/18/13","4.8232613","5.0","1.0","712442","31479","680963","Gej5zp_KWZ-b_1w4Rq2hyA","JessieJVEVO","https://gdata.youtube.com/feeds/api/users/JessieJVEVO","The Platinum edition of 'Who You Are' is out now on iTunes: http://bit.ly/JJpni and HMV http://bit.ly/JJpnmhv  Music video by Jessie J performing Price Tag featuring B.o.B. (C) 2010 Universal Republic Records  #VEVOCertified on June 19, 2011. http://www.vevo.com/certified http://www.youtube.com/vevocertified"
"qnjqNHB1bKw","Usher - Scream (Filmed at FUERZA BRUTA NYC SHOW)","22837461","Music","237","2012-06-13T04:00:08.000Z","01/18/13","4.904626","5.0","1.0","107031","2552","104479","U8hEdjK8u27TM7KA8JVIEw","UsherVEVO","https://gdata.youtube.com/feeds/api/users/UsherVEVO","Primary Artist:  Usher    Song: Scream  Filmed at FUERZA BRUTA NYC SHOW     Director: BB Gun    Record Label: RCA Records   (C) 2012 RCA Records, a Division of Sony Music Entertainment   fuerzabrutanyc.com  Buy Usher's new album Looking 4 Myself http://smarturl.it/looking4myself?iqID=VEVO"
"QOowQeKyNkQ","Chris Brown - Don't Wake Me Up","73031807","Music","227","2012-06-11T07:00:07.000Z","01/18/13","4.833644","5.0","1.0","336892","14011","322881","m1dsgJNnhaLkY3uAdqN4mA","ChrisBrownVEVO","https://gdata.youtube.com/feeds/api/users/ChrisBrownVEVO","Buy Now! iTunes: http://bit.ly/LOJ1X9  Music video by Chris Brown performing Don't Wake Me Up. (C) 2012 RCA Records, a division of Sony Music Entertainment"
"qQkBeOisNM0","Fun.: Some Nights [OFFICIAL VIDEO]","51969756","Music","340","2012-06-05T19:55:09.000Z","01/18/13","4.921734","5.0","1.0","292642","5726","286916","lVrJwcIy7saPcGc1nct80A","FueledByRamen","https://gdata.youtube.com/feeds/api/users/FueledByRamen","Subscribe for the latest music and videos from Fueled By Ramen: http://smarturl.it/fbryoutube  © 2012 WMG. Fun.'s music video for 'Some Nights' from the full-length album, Some Nights - available now on Fueled By Ramen. Visit http://ournameisfun.com for more!  Download the album now on iTunes at http://smarturl.it/somenights and the iTunes Session at http://smarturl.it/funsession  directed by Anthony Mandler  LYRICS Some nights, I stay up cashing in my bad luck Some nights, I call it a draw Some nights, I wish that my lips could build a castle Some nights, I wish they'd just fall off  But I still wake up, I still see your ghost Oh Lord, I'm still not sure what I stand for oh What do I stand for? What do I stand for? Most nights, I don't know anymore... oh woah, oh woah, oh woah oh oh oh woah, oh woah, oh woah oh oh  This is it, boys, this is war - what are we waiting for? Why don't we break the rules already? I was never one to believe the hype - save that for the black and white I try twice as hard and I'm half as liked, but here they come again to jack my style  And that's alright; I found a martyr in my bed tonight She stops my bones from wondering just who I am, who I am, who I am Oh, who am I? Oh, who am I? mmm... mmm...  Well, some nights, I wish that this all would end Cause I could use some friends for a change And some nights, I'm scared you'll forget me again Some nights, I always win, I always win...  But I still wake up, I still see your ghost Oh Lord, I'm still not sure what I stand for, oh What do I stand for? What do I stand for? Most nights, I don't know... (come on)  So this is it? I sold my soul for this? Washed my hands of that for this? I miss my mom and dad for this?  No. When I see stars, when I see, when I see stars, that's all they are When I hear songs, they sound like this one, so come on Oh, come on. Oh, come on, OH COME ON!  Well, this is it guys, that is all - five minutes in and I'm bored again Ten years of this, I'm not sure if anybody understands This one is not for the folks at home; Sorry to leave, mom, I had to go Who the fuck wants to die alone all dried up in the desert sun?  My heart is breaking for my sister and the con that she call  love  But when I look into my nephew's eyes... Man, you wouldn't believe the most amazing things that can come from... Some terrible nights...ahhh...  oh woah, oh woah, oh woah, oh oh oh woah, oh woah, oh woah, oh oh  The other night, you wouldn't believe the dream I just had about you and me I called you up, but we'd both agree It's for the best you didn't listen It's for the best we get our distance... oh... It's for the best you didn't listen It's for the best we get our distance... oh..."
"QR_qa3Ohwls","Ke$ha - Your Love Is My Drug","55736335","Music","209","2010-05-12T19:29:25.000Z","01/18/13","4.6518893","5.0","1.0","130131","11325","118806","9HnKwLco0wfmmHJT4KOjJw","keshaVEVO","https://gdata.youtube.com/feeds/api/users/keshaVEVO","Music video by Ke$ha performing Your Love Is My Drug. (C) 2010 RCA Records, a unit of Sony Music Entertainment"
"qrO4YZeyl0I","Lady Gaga - Bad Romance","504834412","Music","308","2009-11-24T07:45:26.000Z","01/18/13","4.2956514","5.0","1.0","851391","149919","701472","07Kxew-cMIaykMOkzqHtBQ","LadyGagaVEVO","https://gdata.youtube.com/feeds/api/users/LadyGagaVEVO","Music video by Lady Gaga performing Bad Romance. (C) 2009 Interscope Records #VEVOCertified on January 31, 2010. http://www.vevo.com/certified http://www.youtube.com/vevocertified"
"qrOeGCJdZe4","OneRepublic - All The Right Moves","54250598","Music","266","2009-11-26T01:32:12.000Z","01/18/13","4.9449964","5.0","1.0","200860","2762","198098","Q5kHOKpF3-1_UCKaqXARRg","OneRepublicVEVO","https://gdata.youtube.com/feeds/api/users/OneRepublicVEVO","Music video by OneRepublic performing All The Right Moves.  Watch this video with lyrics at http://www.vevo.com/watch/onerepublic/all-the-right-moves/USUV70902759&l=1   (C) 2009 Mosley Music/Interscope Records"
"QUwxKWT6m7U","Taylor Swift - Back To December","37747935","Music","304","2011-02-01T17:09:02.000Z","01/18/13","4.9218097","5.0","1.0","161299","3153","158146","ANLZYMidaCbLQFWXBC95Jg","TaylorSwiftVEVO","https://gdata.youtube.com/feeds/api/users/TaylorSwiftVEVO","Music video by Taylor Swift performing Back To December. (C) 2011 Big Machine Records, LLC."
"QzlNFcT2aOE","Hot Chelle Rae - Tonight Tonight","33137509","Music","204","2011-04-20T21:43:53.000Z","01/18/13","4.896321","5.0","1.0","185032","4796","180236","VbeVJ8Nb1VgHjgDLZQPzLA","HotChelleRaeVEVO","https://gdata.youtube.com/feeds/api/users/HotChelleRaeVEVO","Music video by Hot Chelle Rae performing Tonight Tonight. (C) 2011 JIVE Records, a unit of Sony Music Entertainment  Follow Hot Chelle Rae on Twitter: @HotChelleRae (http://twitter.com/#!/HotChelleRae) Like Us on Facebook: http://www.facebook.com/hotchellerae Website: www.hotchellerae.com"
"qzU9OrZlKb8","Britney Spears - Till The World Ends","110057859","Music","236","2011-04-05T19:24:52.000Z","01/18/13","4.7672763","5.0","1.0","375140","21826","353314","ZijND2e2tPp2AQL8Go2YSg","BritneySpearsVEVO","https://gdata.youtube.com/feeds/api/users/BritneySpearsVEVO","Music video by Britney Spears performing Till The World Ends. (C) 2011 JIVE Records, a unit of Sony Music Entertainment #VEVOCertified on July 23, 2012. http://www.youtube.com/vevocertified"
"R4em3LKQCAQ","Justin Bieber - As Long As You Love Me ft. Big Sean","103599680","Music","352","2012-08-01T12:00:14.000Z","01/18/13","4.3873844","5.0","1.0","850778","130300","720478","Hkj014U2CQ2Nv0UZeYpE_A","JustinBieberVEVO","https://gdata.youtube.com/feeds/api/users/JustinBieberVEVO","Music video by Justin Bieber performing As Long As You Love Me. © 2012 The Island Def Jam Music Group"
"RcmKbTR--iA","Far East Movement - Rocketeer ft. Ryan Tedder","40190267","Music","226","2010-10-29T22:29:54.000Z","01/18/13","4.930436","5.0","1.0","174918","3042","171876","XbNQaEl83yiO7HVBjiJ7Uw","FarEastMovementVEVO","https://gdata.youtube.com/feeds/api/users/FarEastMovementVEVO","UK -- Rocketeer is climbing up the charts in the US and its coming your way -- you can pre-order it on iTunes http://bit.ly/rocketeeruk now. Released Feb 13.  Music video by Far East Movement performing Rocketeer. (C) 2010 Interscope Records"
"Rfc6rh0Sm0I","Te Pintaron Pajaritos [Video Oficial] - Yandar & Yostin Feat. Andy Rivera ® HD","55396107","Music","185","2012-07-14T15:02:53.000Z","01/18/13","4.6478014","5.0","1.0","103646","9126","94520","_zIhhKE48TklJCKoOMEYxg","YandarYostinTV","https://gdata.youtube.com/feeds/api/users/YandarYostinTV","Te Pintaron Pajaritos - Yandar & Yostin ft Andy Rivera [Video Oficial] Todos los derechos reservados, evitar copiar el video. todas las copias serán reportadas. - Diamond Records ® http://twitter.com/YandarYostin https://twitter.com/AndyRivera_ Contrataciones +57 3013244295  Que paso con el que dijo que te amaba,  acaso se fue y te ha dejado ilusionada..   No me choca al saber que sola te quedas,  yo te lo dije que te iban a pagar con la misma moneda.   Te pintaron pajaritos en el aire  Te juraron falso amor y lo creiste  Sus promesas se quedaron en el aire  Estas sintiendo lo que algun dia me hiciste.  Te pintaron pajaritos en el aire  Te juraron falso amor y lo creiste  Sus promesas se quedaron en el aire  Estas sintiendo lo que algún dia me hiciste.  Aunque te duela nena de tu pena yo me alegro  Te pintaron un paisaje blanco y te salió de negro Te lo mereces en la relación toca sufrir aveces  Asi como sufri yo por ti una y tantas veces ( Te lo mereces )  Te lo mereces en la relación toca sufrir aveces  Asi como sufri yo por ti una y tantas veces ( Te lo mereces )  Te pintaron pajaritos en el aire  Te juraron falso amor y lo creiste  Sus promesas se quedaron en el aire  Estas sintiendo lo que algun dia me hiciste.  El que la hace la paga y la estas pagando  Por ahí me entere que muy mal la estas pasando  Porque la persona que amas te esta engañando  Y eso a ti te duele, te esta matando.  Que paso con el que dijo que te amaba,  acaso se fue y te ha dejado ilusionada..  No me choca al saber que sola te quedas,  yo te lo dije que te iban a pagar con la misma moneda.   Y aunque yo se que esoa ti te esta causando dolor  Espero que tu sientas lo que algún dia sintió mi corazón.   Te pintaron pajaritos en el aire  Te juraron falso amor y lo creiste  Sus promesas se quedaron en el aire  Te pintaron pajaritos en el aire  Te juraron falso amor y lo creiste  Sus promesas se quedaron en el aire."
"Ri7-vnrJD3k","Adele - Set Fire To The Rain (Live at The Royal Albert Hall)","63402173","Music","239","2011-11-16T08:00:00.000Z","01/18/13","4.9397106","5.0","1.0","292655","4411","288244","omP_epzeKzvBX156r6pm1Q","AdeleVEVO","https://gdata.youtube.com/feeds/api/users/AdeleVEVO","Music video by Adele performing Set Fire To The Rain. (C) 2011 XL Recordings Ltd"
"Rmp6zIr5y4U","Lupe Fiasco - The Show Goes On","52387650","Music","257","2010-12-23T18:29:13.000Z","01/18/13","4.8994026","5.0","1.0","224380","5643","218737","-zD8J0RLWy3mNB7EMmT7Rg","LupeFiasco","https://gdata.youtube.com/feeds/api/users/LupeFiasco","© 2011 WMG Food & Liquor 2: The Great American Rap Album Pt. 1. Buy it now: http://smarturl.it/TGARAP1 Website: http://lupefiasco.com Twitter: http://twitter.com/lupefiasco Facebook: http://facebook.com/lupefiasco"
"rtOvBOTyX00","Christina Perri - A Thousand Years (Official Music Video)","70887108","Music","288","2011-10-26T20:30:40.000Z","01/18/13","4.96299","5.0","1.0","448523","4150","444373","2gMECGMn5TVbRN5S5tKb8Q","lovemspenny","https://gdata.youtube.com/feeds/api/users/lovemspenny","© 2011 WMG  a thousand years  on itunes: http://atlr.ec/npHAdW directed by: jay martin   a thousand years  is a brand new song me + my best friend david hodges wrote for bella + edward. we wrote it after we so luckily screened the movie + i couldn't be more proud of this song. to all my fellow twihards, thanks for hearing the e/b love :)  http://www.facebook.com/christinaperrimusic http://twitter.com/christinaperri"
"ruyaKdPfTN4","Hunter Hayes -  Wanted  (Official Video)","24687335","Music","241","2012-03-29T18:49:05.000Z","01/18/13","4.9138613","5.0","1.0","109544","2359","107185","w1jzpWLPERKng35P3vN78A","hunterhayes","https://gdata.youtube.com/feeds/api/users/hunterhayes","Download Hunter Hayes' debut album NOW: http://smarturl.it/hunterhayes  Check out the official website at http://www.hunterhayes.com/  © WMG 2012  Hunter Hayes Wanted Storm Warning Country lightning music taylor swift rascal flatts tour hank williams jr. jambalaya guitar official video drums multi-instrumentalist accordion want to make you feel wanted"
"rYEDA3JcQqw","Adele - Rolling In The Deep","369377233","Music","234","2010-11-30T23:16:19.000Z","01/18/13","4.9059296","5.0","1.0","1398864","32898","1365966","omP_epzeKzvBX156r6pm1Q","AdeleVEVO","https://gdata.youtube.com/feeds/api/users/AdeleVEVO","Music video by Adele performing Rolling In The Deep. (C) 2010 XL Recordings Ltd.  #VEVOCertified on July 25, 2011. http://www.vevo.com/certified http://www.youtube.com/vevocertified"
"s1XozsBN5Z4","Kelly Rowland - Motivation (Explicit) ft. Lil Wayne","55514621","Music","262","2011-04-05T14:47:01.000Z","01/18/13","4.8459754","5.0","1.0","203708","7844","195864","07uqt5ztuV24oyt9wsS9BQ","kellyrowlandVEVO","https://gdata.youtube.com/feeds/api/users/kellyrowlandVEVO","Music video by Kelly Rowland performing Motivation. (C) 2011 Universal Motown Records, a division of UMG Recordings, Inc."
"s8cbak34DR0","Karmin - Brokenhearted","14228727","Music","233","2012-03-22T07:00:07.000Z","01/18/13","4.928132","5.0","1.0","108254","1945","106309","DL8dRG10IJbTc0JB0pIp3g","KarminVEVO","https://gdata.youtube.com/feeds/api/users/KarminVEVO","Music video by Karmin performing Brokenhearted. (C) 2012 Epic Records, a division of Sony Music Entertainment"
"SDTZ7iX4vTQ","Foster The People - Pumped Up Kicks","102542112","Music","256","2011-02-05T05:01:26.000Z","01/18/13","4.916532","5.0","1.0","563330","11755","551575","-lkm1huv9jCUH28E7cKmew","fosterthepeopleVEVO","https://gdata.youtube.com/feeds/api/users/fosterthepeopleVEVO","Music video by Foster The People performing Pumped Up Kicks. Directed By Josef Geiger (c) 2011 Sony Music Entertainment"
"SeIJmciN8mo","Nicki Minaj - Starships (Explicit)","104404905","Music","262","2012-04-27T04:22:39.000Z","01/18/13","4.3295155","5.0","1.0","489467","82045","407422","aum3Yzdl3TbBt8YUeUGZLQ","NickiMinajAtVEVO","https://gdata.youtube.com/feeds/api/users/NickiMinajAtVEVO","Music video by Nicki Minaj performing Starships (Explicit) #VEVOCertified on Dec. 23, 2012. http://vevo.com/certified http://youtube.com/vevocertified  Buy It Now!  iTunes - http://bit.ly/NickiRomanitunesDeluxe Amazon - http://bit.ly/NickiRomanAmazondeluxe  © 2012 Cash Money Records/Young Money Ent./Universal Rec."
"sENM2wA_FTg","Imagine Dragons - It's Time","11799960","Music","247","2012-04-18T07:02:07.000Z","01/18/13","4.9402094","5.0","1.0","110787","1656","109131","px_k19S2vUutWUUM9qmXEg","ImagineDragonsVEVO","https://gdata.youtube.com/feeds/api/users/ImagineDragonsVEVO","Music video by Imagine Dragons performing It's Time. © 2012 Interscope Buy now!   http://smarturl.it/NightVisions  Official video:  http://www.youtube.com/watch?v=sENM2wA_FTg  Kid Ina Korner/Interscope Records"
"SgM3r8xKfGE","Flo Rida - Club Can't Handle Me ft. David Guetta [Official Music Video] - Step Up 3D","125676013","Music","246","2010-07-15T21:17:05.000Z","01/18/13","4.9145055","5.0","1.0","262098","5602","256496","BRFlde39a2U4nAkmGqJwAQ","officialflo","https://gdata.youtube.com/feeds/api/users/officialflo","Off the new album ONLY ONE FLO (PART 1) - available everywhere NOW! Download the album on iTunes at http://atlr.ec/ftImIE and at Flo's Online Store at http://atlr.ec/dPJ4wj  Visit http://www.officialflo.com and follow Flo Rida's official twitter at http://www.twitter.com/official_flo for album news first!"
"sIjkVn_ro0g","Don't You Wanna Stay - Jason Aldean (ft. Kelly Clarkson)","17355812","Music","254","2010-10-30T01:27:11.000Z","01/18/13","4.9468927","5.0","1.0","40371","536","39835","zfEMsQm0s1Oc8mp2pwyJng","HeyItsShelbi","https://gdata.youtube.com/feeds/api/users/HeyItsShelbi"," Don't You Wanna Stay?  Jason Aldean (ft. Kelly Clarkson)  LYRICS: I really hate to let this moment go  Touching your skin, and your hair falling slow  When a goodbye kiss, feels like this   Don't you wanna stay here a little while?  Don't you wanna hold each other tight?  Don't you wanna fall asleep with me tonight?   Don't you wanna stay here a little while?  We can make forever feel this way  Don't you wanna stay?   Let's take it slow, I don't wanna move too fast  I don't wanna just make love, I wanna make love last  When you're on this high, it's a sad goodbye   Don't you wanna stay here a little while?  Don't you wanna hold each other tight?  Don't you wanna fall asleep with me tonight?  Don't you wanna stay here a little while?  We can make forever feel this way  Don't you wanna stay?   Oh yeeah   Oh, you feel so perfect, baby  That it feels so perfect, baby   Don't you wanna stay here a little while?   Don't you wanna stay here a little while?  Don't you wanna hold each other tight?  Don't you wanna fall asleep with me tonight?  Don't you wanna stay here a little while?  We can make forever feel this way  Don't you wanna stay?"
"skhxizRYxps","Waka Flocka Flame -  No Hands  ft. Wale & Roscoe Dash (Official Video)","49831253","Music","280","2010-09-13T19:30:48.000Z","01/18/13","4.754816","5.0","1.0","96238","5899","90339","8JvT2osp6pU4AOEmlGuYkw","wakaflocka1017","https://gdata.youtube.com/feeds/api/users/wakaflocka1017","Buy Waka Flocka Flame's new album Triple F Life here: http://smarturl.it/TripleFLifeYT Album In Stores now!!!   © 2010 WMG  Download the new Gucci Mane & Waka Flocka Flame Street Album,  Ferrari Boyz  on iTunes - http://bit.ly/FerrariboyziTunes  The official video for  No Hands  ft. Wale & Roscoe Dash off the upcoming album, Flockaveli - In Stores Now!  Download Flockaveli on iTunes - http://bit.ly/FlockaveliiTunes"
"SmM0653YvXU","Pitbull - Rain Over Me ft. Marc Anthony","380189265","Music","234","2011-07-22T07:00:00.000Z","01/18/13","4.8382454","5.0","1.0","784026","31705","752321","VWA4btXTFru9qM06FceSag","PitbullVEVO","https://gdata.youtube.com/feeds/api/users/PitbullVEVO","Music video by Pitbull Featuring Marc Anthony performing Rain Over Me. (C) 2011 J Records, a unit of Sony Music Entertainment #VEVOCertified on October 7, 2011. http://www.vevo.com/certified http://www.youtube.com/vevocertified"
"SR6iYWJxHqs","Bruno Mars - Grenade [OFFICIAL VIDEO]","282042229","Music","250","2010-11-22T16:48:50.000Z","01/18/13","4.8828","5.0","1.0","801979","23498","778481","oUM-UJ7rirJYP8CQ0EIaHA","Bruno Mars","https://gdata.youtube.com/feeds/api/users/ElektraRecords","Available now on iTunes! http://smarturl.it/Doo-Wops 'Unorthodox Jukebox' available now on iTunes! http://www.smarturl.it/unorthodoxjukebox  © 2010 WMG. The official music video for 'Grenade' by Bruno Mars from doo-wops and hooligans - available now on Elektra Records!  Directed by Nabil   Today, I get to share with you the visual companion piece to my new single, 'Grenade.' The song is about loving someone so deeply, and the pain of knowing that the person you love does not feel the same. The actions in this video serve as a metaphor, and should not be taken literally. I am aware of the power of visual media, and I encourage everyone who watches this video to understand that it is an artistic interpretation of the song, and not something to imitate.  -- Bruno Mars  http://brunomars.com  http://facebook.com/thatbrunomars http://twitter.com/brunomars  LYRICS Easy come, easy go, that's just how you live Oh, take, take, take it all but you never give Should've known you was trouble from the first kiss Had your eyes wide open, why were they open?  Gave you all I had and you tossed it in the trash You tossed it in the trash, you did To give me all your love is all I ever asked 'Cause what you don't understand is  I'd catch a grenade for ya Throw my hand on a blade for ya I'd jump in front of a train for ya You know I'd do anything for ya  I would go through all this pain Take a bullet straight through my brain Yes, I would die for you, baby But you won't do the same  No, no, no, no  Black, black, black and blue, beat me 'til I'm numb Tell the devil I said, hey, when you get back to where you're from Mad women, bad women, that's just what you are, yeah You'll smile in my face then rip the brakes out my car  Gave you all I had and you tossed it in the trash You tossed it in the trash, yes, you did To give me all your love is all I ever asked 'Cause what you don't understand is  I'd catch a grenade for ya Throw my hand on a blade for ya I'd jump in front of a train for ya You know I'd do anything for ya  I would go through all this pain Take a bullet straight through my brain Yes, I would die for ya, baby But you won't do the same  If my body was on fire Ooh, you'd watch me burn down in flames You said you loved me, you're a liar 'Cause you never, ever, ever did, baby  But darling, I'd still catch a grenade for ya Throw my hand on a blade for ya I'd jump in front of a train for ya You know I'd do anything for ya  I would go through all this pain Take a bullet straight through my brain Yes, I would die for you, baby But you won't do the same  No, you won't do the same You wouldn't do the same Ooh, you never do the same No, no, no, no"
"srMBZiqNMaM","Alicia Keys - Try Sleeping With A Broken Heart","16564772","Music","280","2009-11-24T12:25:34.000Z","01/18/13","4.9399824","5.0","1.0","47786","717","47069","ETZ7r1_8C1DNFDO-7UXwqw","aliciakeysVEVO","https://gdata.youtube.com/feeds/api/users/aliciakeysVEVO","Music video by Alicia Keys performing Try Sleeping With A Broken Heart. (C) 2009 RCA/JIVE Label Group, a unit of Sony Music Entertainment"
"Sv6dMFF_yts","Fun.: We Are Young ft. Janelle Monáe [OFFICIAL VIDEO]","162986760","Music","253","2011-12-27T23:44:33.000Z","01/18/13","4.901851","5.0","1.0","796503","19544","776959","lVrJwcIy7saPcGc1nct80A","FueledByRamen","https://gdata.youtube.com/feeds/api/users/FueledByRamen","Subscribe for the latest music and videos from Fueled By Ramen: http://smarturl.it/fbryoutube  © 2012 WMG. Fun.'s music video for 'We Are Young' featuring Janelle Monáe from the full-length album, Some Nights - available now on Fueled By Ramen. Visit http://ournameisfun.com for more!  Download the album now on iTunes at http://smarturl.it/somenights and the iTunes Session at http://smarturl.it/funsession  http://www.ournameisfun.com/ http://facebook.com/ournameisfun https://twitter.com/#!/ournameisfun http://youtube.com/ournameisfun  directed by Marc Klasfeld  LYRICS Give me a second I, I need to get my story straight My friends are in the bathroom getting higher than the Empire State My lover she's waiting for me just across the bar My seat's been taken by some sunglasses asking bout a scar, and I know I gave it to you months ago I know you're trying to forget But between the drinks and subtle things The holes in my apologies, you know I'm trying hard to take it back So if by the time the bar closes And you feel like falling down I'll carry you home  Tonight We are young So let's set the world on fire We can burn brighter than the sun  Tonight We are young So let's set the world on fire We can burn brighter than the sun  Now I know that I'm not All that you got I guess that I, I just thought Maybe we could find new ways to fall apart But our friends are back So let's raise a glass 'Cause I found someone to carry me home  Tonight We are young So let's set the world on fire We can burn brighter than the sun  Tonight We are young So let's set the world on fire We can burn brighter than the sun  Carry me home tonight Just carry me home tonight Carry me home tonight Just carry me home tonight  The moon is on my side I have no reason to run So will someone come and carry me home tonight The angels never arrived But I can hear the choir So will someone come and carry me home  Tonight We are young So let's set the world on fire We can burn brighter than the sun  Tonight We are young So let's set the world on fire We can burn brighter than the sun  So if by the time the bar closes And you feel like falling down I'll carry you home tonight"
"T-sxSd1uwoU","Britney Spears - I Wanna Go","123093364","Music","274","2011-06-22T07:00:00.000Z","01/18/13","4.6805506","5.0","1.0","411270","32845","378425","ZijND2e2tPp2AQL8Go2YSg","BritneySpearsVEVO","https://gdata.youtube.com/feeds/api/users/BritneySpearsVEVO","Music video by Britney Spears performing I Wanna Go. (C) 2011 JIVE Records, a unit of Sony Music Entertainment #VEVOCertified on July 13, 2012. http://www.youtube.com/vevocertified"
"T3E9Wjbq44E","Gym Class Heroes: Stereo Hearts ft. Adam Levine [OFFICIAL VIDEO]","109816555","Music","214","2011-08-12T19:33:18.000Z","01/18/13","4.9597316","5.0","1.0","566696","5705","560991","lVrJwcIy7saPcGc1nct80A","FueledByRamen","https://gdata.youtube.com/feeds/api/users/FueledByRamen","Subscribe for the latest music and videos from Fueled By Ramen: http://smarturl.it/fbryoutube  © 2011 WMG. Gym Class Heroes' music video for 'Stereo Hearts' featuring Adam Levine from the album, The Papercut Chronicles II - available now on Decaydance / Fueled By Ramen. Visit http://gymclassheroes.com for more!   Video directed by Hiro Murai.  LYRICS: My heart's a stereo It beats for you, so listen close Hear my thoughts in every no-o-o-te Make me your radio And turn me up when you feel low This melody was meant for you Just sing along to my stereo  Gym Class Heroes baby! If I was just another dusty record on the shelf Would you blow me off and play me like everybody else? If I asked you to scratch my back, could you manage that? Like yea [scratched], check it Travie, I can handle that Furthermore, I apologize for any skipping tracks It's just the last girl that played me left a couple cracks I used to used to used to, now I'm over that 'Cause holding grudges over love is ancient artifacts  If I could only find a note to make you understand I'd sing it softly in your ear and grab you by the hand Just keep it stuck inside your head, like your favorite tune And know my heart's a stereo that only plays for you  My heart's a stereo It beats for you, so listen close Hear my thoughts in every no-o-o-te Make me your radio And turn me up when you feel low This melody was meant for you Just sing along to my stereo  Oh oh oh oh, oh oh oh oh to my stereo Oh oh oh oh to sing along to my stereo  Let's go! If I was an old-school fifty pound boombox (remember them?) Would you hold me on your shoulder wherever you walk Would you turn my volume up in front of the cops (turn it up) And crank it higher everytime they told you to stop And all I ask is that you don't get mad at me When you have to purchase mad D batteries Appreciate every mixtape your friends make You never know we come and go like on the interstate  I think I finally found a note to make you understand If you can hit it, sing along and take me by the hand Just keep me stuck inside your head, like your favorite tune You know my heart's a stereo that only plays for you  My heart's a stereo It beats for you, so listen close Hear my thoughts in every no-o-o-te Make me your radio Turn me up when you feel low This melody was meant for you Just sing along to my stereo  Oh oh oh oh, oh oh oh oh to my stereo Oh oh oh oh to sing along to my stereo  I only pray you'll never leave me behind (never leave me) Because good music can be so hard to find (so hard to find) I take your hand and hold it closer to mine Thought love was dead, but now you're changing my mind  My heart's a stereo It beats for you, so listen close Hear my thoughts in every no-o-o-te Make me your radio Turn me up when you feel low This melody was meant for you Just sing along to my stereo  Oh oh oh oh, oh oh oh oh to my stereo Oh oh oh oh (Gym Class Heroes baby!) to sing along to my stereo   Yeah"
"t4H_Zoh7G5A","Jennifer Lopez - On The Floor ft. Pitbull","641028690","Music","267","2011-03-04T01:13:27.000Z","01/18/13","4.70496","5.0","1.0","1221366","90088","1131278","x1f1u4XlFFr0YgqF3wB4lQ","JenniferLopezVEVO","https://gdata.youtube.com/feeds/api/users/JenniferLopezVEVO","Music video by Jennifer Lopez performing On The Floor feat. Pitbull. © 2011 Island Records #VEVOCertified on April 15, 2012. http://www.vevo.com/certified http://www.youtube.com/vevocertified"
