10891,10896,10899,10901,10903,10906
16,16,16,16,16,16
20,20,20,20,20,20
22058,22059,22066,22066,22066,22072
1042,1042,1042,1042,1042,1045
2113,2114,2118,2120,2122,2126
1266,1266,1266,1266,1268,1270
0,0,0,0,0,0
2,2,2,2,2,2
602,603,606,607,612,617
56134,56208,56241,56259,56312,56353
1628,1629,1629,1631,1631,1631
52,52,52,52,52,52
47604125,52765187,57075104,59421673,62924740,66890907
47,47,47,47,47,47
6407,6505,6575,6611,6686,6752
205187,205294,205402,205442,205528,205615
10,10,10,10,10,10
654,654,654,654,654,654
6,6,6,6,6,6
14795,14856,14889,14902,14941,14974
3028,3032,3036,3036,3037,3046
